0.109,-6.697,-5.958,93,1,0.001,25482,25482
0.65,-6.697,-5.958,90,1,0.007,24660,120012
0.879,-6.697,-5.958,141,1,0.006,38634,128232
0.398,-6.697,-5.958,25,1,0.016,78912,31784
0.857,-6.697,-5.958,33,1,0.026,232900,31784
