0,-7,4,4,0.092,-6.061,-4.026,47,27,1
0,-6,4,4,0.088,-6.061,-4.026,48,25,1
0,-5,4,4,0.091,-6.061,-4.026,52,20,1
0,-4,4,4,0.106,-6.061,-4.026,70,1,1
0,-3,4,4,0.133,-6.061,-4.026,86,6,1
0,-2,4,4,0.31,-1.645,-1.532,204,3,0
