-9,0,4,4,0.11,-6.061,-4.026,67,6,1
-8,0,4,4,0.101,-6.061,-4.026,49,33,1
-7,0,4,4,0.118,-6.061,-4.026,76,1,1
-6,0,4,4,0.098,-6.061,-4.026,64,5,1
-5,0,4,4,0.1,-6.061,-4.026,62,11,1
-4,0,4,4,0.111,-6.061,-4.026,74,1,1
-3,0,4,4,0.118,-6.061,-4.026,78,1,1
-2,0,4,4,0.198,-1.645,-1.532,130,10,0
-1,0,4,4,0.41,-1.646,-1.522,279,3,0
0,0,4,4,0.241,-6.061,-4.026,179,2,1
